#{"t_start": 1761611730.7813106, "env_id": "None"}
r,l,t
-579.021157,414,1068.446364
-1041.53372,416,1069.827398
-2725.122576,2200,1073.63291
-396.234843,414,1074.904747
-494.147994,340,1075.977159
-1017.025893,908,1077.584303
-3020.537298,1287,1079.386645
260.892273,414,1080.368623
-6.12506,414,1081.338551
804.608846,422,1082.397995
1229.739163,340,1087.181623
953.220981,425,1088.239719
-898.334981,471,1089.266443
24.931741,414,1090.246284
222.928785,340,1091.194714
-199.749282,340,1092.178085
-1332.911781,807,1093.647349
1037.060696,424,1094.647082
-1185.944943,546,1095.759035
446.008406,415,1096.706149
-1319.060313,1605,1098.79308
605.874444,340,1099.64716
-855.353734,1490,1101.582603
745.575455,425,1106.244494
67.32479,350,1107.229692
-1459.595503,1049,1108.950605
1207.925494,423,1109.955336
408.736386,412,1110.917274
-998.388482,340,1111.851693
673.374222,414,1112.843529
-4078.441516,1423,1114.719167
-495.251364,422,1115.732122
-1664.298921,1100,1117.390099
888.132167,424,1118.339042
-1190.099858,817,1119.765622
1247.205648,1347,1125.295682
-594.902712,340,1126.288882
285.891394,340,1127.237588
-144.600416,2700,1130.518146
1042.617974,423,1131.747029
-1889.889873,439,1132.939067
-1182.833581,414,1134.042554
-171.887522,429,1135.132887
-7.870067,424,1136.294728
1156.232802,412,1137.38971
-1687.858232,845,1138.949625
-135.797885,340,1139.927015
-1583.984067,821,1145.687244
-3590.631278,882,1147.485905
-1486.194162,1080,1149.421241
106.896321,340,1150.473032
-796.211294,558,1151.786566
-2021.731784,1212,1153.860714
-1959.648748,1080,1155.8624
-534.969494,414,1157.010382
1068.57714,414,1158.199585
-2860.899519,1072,1160.157995
554.460878,340,1161.225937
-1634.658726,936,1166.792915
-168.336987,340,1167.812829
447.174286,340,1168.863411
-2095.522204,1183,1170.845039
820.421668,340,1171.93892
516.612714,436,1173.112753
524.948302,940,1174.791999
1313.450165,340,1175.83183
-1463.350646,761,1177.43764
117.315312,340,1178.420392
-791.559023,1177,1180.262029
702.466557,414,1181.339135
432.968491,340,1182.307049
518.055592,410,1183.418797
-1421.118788,1114,1189.3195
-935.850923,1135,1191.152861
-1868.158089,344,1192.141748
-1095.268,1147,1193.966494
134.602514,414,1195.037528
310.441899,340,1196.054559
-609.427391,414,1197.242356
-21.775108,414,1198.420362
-2970.966526,1369,1200.770017
660.735966,417,1201.946407
967.051329,429,1203.24074
-463.441238,414,1204.548005
164.108491,340,1210.274612
-778.375727,340,1211.350226
-55.14026,425,1212.399318
1836.804546,414,1213.479151
-463.753083,1545,1215.726538
33.010426,1344,1217.817154
-164.825291,340,1218.951946
-343.300736,414,1220.10778
371.211707,2044,1223.24372
61.501341,340,1224.163007
-167.897485,418,1225.235512
-129.489817,418,1231.458892
-76.384075,340,1232.662914
135.821142,434,1233.801201
-1621.655044,1006,1235.463067
-1540.245441,858,1236.85177
-916.373977,481,1237.919972
227.515402,340,1238.871328
