#{"t_start": 1761663077.470182, "env_id": "None"}
r,l,t
29.915333,1333,1810.771104
58.204333,1161,1812.669059
-61.28,1140,1818.997187
63.336,918,1820.699195
-61.499524,1085,1822.453959
69.689333,340,1823.277715
-74.929143,835,1824.768947
-63.118,1332,1826.895777
127.714952,1726,1829.591448
-62.774667,807,1832.400946
-113.967,1488,1842.068902
-63.540952,1374,1844.580419
36.738333,2006,1847.618382
27.472333,1399,1851.498201
-43.216333,1518,1855.642191
28.463333,828,1857.358388
58.762333,414,1862.897808
-80.749143,754,1864.486675
-124.019476,1906,1867.277853
-63.748,1923,1869.900747
63.546333,721,1871.267061
-98.417762,1270,1873.225114
87.830333,900,1874.808186
53.06319,901,1880.851071
67.937667,963,1882.533325
-94.001,868,1884.067412
63.014333,902,1885.634879
59.114762,417,1886.523487
47.96,933,1888.168475
-92.814333,1277,1890.141024
73.490667,414,1891.026018
63.598667,684,1892.411728
63.712333,340,1893.247397
73.625667,340,1894.109815
81.484524,1983,1901.364223
67.964333,1564,1903.692566
-70.223381,1590,1905.994153
3.888333,1457,1908.132468
-48.655667,1226,1910.006086
57.724762,1037,1916.190541
-81.339333,1084,1918.00307
73.565,340,1918.810516
-58.000667,1276,1921.649277
-70.152333,2387,1926.227749
23.561,1034,1928.14982
-39.385143,2117,1936.542035
63.586,414,1937.583634
63.608333,340,1938.535686
-41.617429,2700,1942.605964
58.554333,340,1943.511397
-38.16019,2700,1947.371943
64.203667,414,1948.346578
-63.224667,939,1955.166051
-50.08,506,1956.654185
-4.888238,2050,1960.101277
82.190333,2002,1963.249378
73.39,933,1965.135954
-101.370333,1455,1967.581587
62.976143,1084,1974.568242
63.818,414,1975.62958
83.302333,703,1977.20415
58.586,1036,1979.11798
41.496476,2033,1982.297869
-72.357667,1858,1985.229386
48.21,1232,1987.387268
92.118,1238,1994.578094
78.679524,416,1995.609095
-83.933381,1913,1998.679678
67.30281,1623,2001.24063
-65.987667,885,2002.947015
73.044,805,2004.570925
-80.372143,880,2006.339133
-80.855524,1033,2016.895246
