#{"t_start": 1762123768.8866038, "env_id": "None"}
r,l,t
578.142165,487,1043.51461
726.171368,634,1044.991508
397.245418,414,1046.251364
499.298283,477,1047.556603
396.657226,636,1049.08532
791.685237,633,1050.681738
358.181619,414,1051.865641
240.735751,340,1055.906564
359.628739,453,1057.149307
554.346309,467,1058.494516
317.013699,340,1059.610532
894.765883,801,1061.372862
716.37353,809,1063.135965
401.41697,340,1064.250065
496.30053,340,1065.480699
147.72106,423,1066.635885
453.707858,414,1070.184732
794.97711,961,1072.152704
576.17966,565,1073.595237
233.221515,340,1074.768784
531.730008,664,1076.408987
533.105103,519,1077.815588
536.500516,340,1078.859992
685.367383,494,1083.221392
414.231291,414,1084.379948
663.880746,555,1085.801785
863.751706,672,1087.411747
409.678646,414,1088.608789
265.585684,340,1089.694972
623.362563,587,1091.234138
635.279538,494,1092.586034
776.111579,746,1096.952338
562.107854,486,1098.25822
521.330648,515,1099.890455
323.060658,424,1101.167823
463.638491,340,1102.374303
533.506305,523,1103.732578
317.107722,633,1105.23438
154.339542,340,1106.309485
570.745403,559,1110.47141
704.015274,512,1111.754903
478.741563,340,1112.868211
500.68127,490,1114.219276
299.432977,340,1115.39936
722.702324,572,1116.910827
238.210507,340,1118.03659
407.106794,414,1119.203
496.395424,435,1120.393695
381.563374,414,1121.602094
322.970626,414,1125.810814
384.555361,340,1126.885605
427.956871,340,1128.048614
495.602285,541,1129.311294
824.236485,772,1131.018264
329.095401,414,1132.18503
631.860061,466,1133.478565
375.518961,414,1134.659514
402.896437,414,1135.844109
349.249797,340,1139.664117
614.388775,493,1140.885478
1011.420872,772,1142.598988
452.796589,340,1143.647725
525.695066,480,1144.915483
260.382074,340,1145.997528
492.01559,429,1147.261765
432.932601,340,1148.356597
485.052413,414,1149.569673
552.51844,439,1153.45475
485.384291,608,1154.943332
441.677157,414,1156.094663
287.547331,414,1157.289614
285.636949,340,1158.380305
355.939053,340,1159.539854
404.975931,340,1160.665064
415.033827,439,1161.975015
457.706224,410,1163.242561
607.650697,471,1164.728696
448.766014,466,1168.293775
398.574075,414,1169.428479
365.651045,414,1170.554543
475.26123,414,1171.665037
320.265212,414,1172.807838
578.042282,414,1173.939045
322.956198,414,1175.093062
614.709409,600,1176.510567
386.627374,414,1177.724199
778.678953,1067,1182.395849
488.915545,500,1183.706961
611.739955,524,1185.049293
580.984496,503,1186.27782
582.412743,456,1187.543052
360.147887,340,1188.591036
527.489508,470,1189.844783
863.260491,844,1194.309546
378.445098,425,1195.468002
342.304117,414,1196.626719
312.772169,340,1197.753166
528.46026,577,1199.037826
398.422267,340,1200.064644
314.265391,414,1201.205798
554.059304,570,1202.69201
396.966615,488,1203.875457
576.614412,621,1207.718658
528.995525,340,1208.759328
539.426215,537,1210.107057
548.223679,414,1211.241064
304.087875,340,1212.331289
382.762333,414,1213.482517
385.614872,423,1214.623482
683.730405,741,1216.308401
394.237155,340,1217.352523
316.35012,425,1221.100814
457.67388,340,1222.10813
296.530574,414,1223.318981
719.197014,704,1224.873924
506.145478,451,1226.17385
553.924925,425,1227.399444
632.612656,605,1228.846668
599.354623,671,1230.354437
392.105444,414,1234.451015
544.769787,568,1235.776981
496.590408,567,1237.142364
790.366932,561,1238.535803
383.456577,340,1239.505839
739.69948,519,1240.867603
404.959624,424,1242.001965
511.369544,614,1243.519206
368.254231,414,1246.942631
578.184252,403,1248.119211
167.269145,340,1249.139331
743.164491,715,1250.731414
292.892875,340,1251.733396
537.297045,426,1252.88745
602.740124,525,1254.260362
208.249077,340,1255.31615
797.849253,518,1256.507042
369.140713,414,1260.682971
588.113393,543,1261.927976
393.444256,414,1263.071457
516.355954,504,1264.32548
372.058415,340,1265.364064
385.284682,340,1266.323206
458.927492,340,1267.316154
338.387769,340,1268.283268
356.088105,340,1269.283327
655.419842,563,1270.69628
472.868203,567,1274.656405
497.3959,428,1275.614301
1137.056947,715,1277.082854
402.950328,340,1278.12604
710.825062,424,1279.23288
261.033136,340,1280.224929
368.937998,435,1281.39392
694.635702,491,1282.679921
564.361811,555,1283.980099
668.35851,526,1287.601011
874.185765,575,1288.797322
422.239336,414,1289.898141
549.948981,468,1291.234555
395.755279,414,1292.399314
353.746147,340,1293.342416
572.894892,534,1294.527789
594.43744,539,1295.790355
647.202094,515,1300.035674
955.338888,703,1301.432685
778.963185,575,1302.742053
376.571299,340,1303.756775
376.468423,340,1304.860103
906.820471,889,1306.665529
244.786033,414,1307.947583
419.161145,414,1309.303463
338.62597,414,1313.105959
337.007246,414,1314.122509
557.076162,463,1315.308415
577.468357,497,1316.623039
299.563096,340,1317.623342
1009.763145,819,1319.253458
415.113475,340,1320.177245
416.655104,340,1321.127865
424.854462,340,1322.16971
348.342073,340,1323.159739
604.028894,452,1326.956506
847.243763,862,1328.749136
290.847381,340,1329.769427
594.692705,527,1331.091454
614.805291,802,1332.623497
570.213616,515,1333.922976
542.18796,505,1335.253126
923.584815,743,1339.203847
350.77287,414,1340.305701
570.741941,546,1341.738808
436.028461,340,1342.780449
387.775207,340,1343.865916
268.113266,340,1344.927597
884.275855,883,1346.919116
454.456792,548,1348.365647
610.679171,477,1352.518897
635.479018,557,1354.017007
611.695039,430,1355.257709
561.051712,452,1356.553005
450.333646,409,1357.758743
61.368068,340,1358.973821
656.101936,522,1360.460213
1076.865625,864,1362.311372
579.064055,511,1366.43068
641.395746,559,1367.936051
438.239411,340,1369.046396
314.896534,414,1370.14218
640.34119,476,1371.530605
383.015501,423,1372.731042
461.071663,478,1374.141673
573.015749,497,1375.391795
371.625729,414,1376.585465
398.210053,590,1380.8732
274.288042,414,1381.942405
515.548623,511,1383.334901
834.403848,701,1385.057986
149.622998,416,1386.2003
360.053118,340,1387.166445
303.102118,340,1388.281227
787.007891,516,1389.681295
732.976071,474,1390.980041
414.838482,539,1395.249007
790.271837,515,1396.676945
305.639802,414,1398.00702
469.270548,437,1399.243772
443.31969,419,1400.53572
624.110959,533,1401.98085
708.311774,518,1403.374439
598.92352,641,1405.016211
500.06494,617,1408.897513
600.836691,546,1410.381566
725.545585,441,1411.618653
402.564636,412,1412.745446
472.454979,698,1414.272566
496.028905,437,1415.435638
690.0113,512,1416.748536
469.195661,531,1421.210516
593.806978,526,1422.419441
449.107283,414,1423.476713
267.610827,340,1424.420627
910.995829,626,1425.797456
443.452602,424,1426.944726
489.417452,414,1428.361056
236.670506,340,1429.468126
596.572616,414,1430.697721
545.258914,515,1431.951645
303.475684,414,1435.833092
323.323838,340,1436.744121
577.912749,683,1438.222097
215.176464,340,1439.192484
362.780444,340,1440.286554
783.759682,512,1441.643238
530.313167,340,1442.710775
533.654451,643,1444.152827
505.703324,511,1445.493294
269.585005,340,1448.843347
200.827955,340,1449.914566
600.596763,499,1451.158701
669.659977,521,1452.448018
999.206324,903,1454.169107
358.869243,599,1455.548911
408.601781,426,1456.67548
417.659166,547,1460.439173
393.107794,414,1461.584165
446.559124,340,1462.621206
763.758656,599,1464.010715
285.716655,414,1465.144561
540.245564,414,1466.33347
319.748035,413,1467.442869
349.843849,427,1468.668868
383.575229,414,1469.710083
305.007286,340,1470.790442
634.122012,414,1474.243058
549.39727,472,1475.313204
685.243542,493,1476.560702
332.749919,505,1477.975034
424.149461,340,1479.036896
786.151466,604,1480.572031
360.377389,424,1481.747683
398.326919,443,1483.027704
611.877688,612,1484.476718
421.901602,340,1488.095025
383.382597,340,1489.12638
462.092709,340,1490.174363
616.014988,427,1491.393076
581.62541,622,1492.816495
394.146822,340,1493.808992
444.968509,340,1494.782169
627.435733,483,1496.150453
310.532277,340,1497.24104
415.077794,414,1498.363831
577.613015,477,1502.760526
561.100139,630,1504.226405
474.970173,425,1505.353838
334.964131,340,1506.518026
588.365726,486,1507.877719
550.337064,567,1509.332585
487.167478,414,1510.521869
646.592449,414,1511.881143
421.943303,340,1512.924636
443.518194,445,1516.617158
325.064594,414,1517.802072
257.291166,340,1518.879048
652.470938,546,1520.259969
1017.393879,787,1522.033001
385.035792,544,1523.379407
612.760766,643,1524.838818
429.96212,423,1525.991724
423.573252,414,1529.457515
661.242758,552,1530.943585
607.609675,517,1532.180629
794.822445,708,1533.802464
463.666025,431,1535.133999
367.80662,414,1536.35105
389.459608,340,1537.468026
214.577512,340,1538.569189
212.826063,340,1539.651725
484.956315,467,1543.728625
522.700799,340,1544.76721
697.068813,501,1546.150176
344.066099,414,1547.466362
355.103066,414,1548.667136
465.796742,461,1549.981123
664.173022,595,1551.549236
415.881087,588,1553.05513
338.941518,340,1554.110588
793.867898,530,1558.426084
344.207115,414,1559.579676
332.031296,517,1560.889846
551.300088,921,1562.854772
553.627991,414,1564.041929
380.990266,423,1565.238658
832.306711,615,1566.729941
508.110057,516,1570.743152
797.361264,602,1572.222286
399.364212,340,1573.289842
356.731876,340,1574.377676
392.231288,414,1575.521776
533.523223,495,1576.918814
684.431182,621,1578.316415
580.717826,556,1579.651588
769.975692,855,1584.172994
489.78409,567,1585.675436
687.492951,479,1587.091614
299.427868,340,1588.208884
306.09144,340,1589.319297
318.961917,340,1590.393991
235.96122,414,1591.593958
635.983329,510,1592.991441
319.973904,412,1594.14959
647.887292,675,1598.042872
385.638506,414,1599.224618
475.303785,340,1600.310769
385.102691,340,1601.301173
327.728683,340,1602.313254
359.368227,340,1603.432912
563.238842,494,1604.838027
588.229309,508,1606.315365
427.356904,414,1607.509151
396.78505,449,1608.745688
235.242448,340,1612.160311
369.441417,414,1613.322061
105.107175,410,1614.522928
358.339552,413,1615.713971
518.277513,422,1616.95166
519.239833,340,1618.08855
832.337803,672,1619.737167
690.465647,530,1621.275687
418.57771,414,1622.535376
462.047544,601,1626.728794
705.338366,532,1628.183646
490.10473,340,1629.318084
349.509762,414,1630.583792
